"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","ITA","Italy","Acerra",2018,15.74,36.59,24.85,NA,NA,82.12328767,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acquapendente",2017,10.01,15.02,6.52,NA,NA,93.71004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acquapendente",2018,10.33,14.68,6.09,NA,NA,93.75570776,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acquapendente",2019,10.08,14.53,5.3,NA,NA,90.47945205,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acri",2017,14.66,21.13,23.15,NA,NA,97.84246575,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acri",2018,13.59,21.67,19.73,NA,NA,97.57990868,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acri",2019,12.77,19.84,15.35,NA,NA,97.10045662,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Adria",2017,NA,36.62,14.09,NA,NA,94.66894977,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Adria",2018,NA,29.09,17.33,NA,NA,95.30821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Adria",2019,NA,27.07,17.17,NA,NA,93.90410959,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Agip Petroli-Ilva",2017,9.47,16.5,11.32,NA,NA,90.02283105,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Agip Petroli-Ilva",2018,10.09,17.41,10.37,NA,NA,94.64611872,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Agip Petroli-Ilva",2019,9.35,16.4,8.75,NA,NA,92.93378995,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Agrigento",2018,8.32,17.83,3.78,NA,NA,88.12785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Agrigento",2019,8.84,17.72,4.42,NA,NA,86.80365297,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alatri",2017,NA,25.89,37.87,NA,NA,94.24657534,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alatri",2018,NA,24.27,37.59,NA,NA,91.99771689,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alatri",2019,NA,22.03,33.37,NA,NA,94.53196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alba",2017,NA,30.08,25.68,NA,NA,96.32420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alba",2018,NA,27.93,21.52,NA,NA,94.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alba",2019,NA,25.75,20.65,NA,NA,92.52283105,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Albenga",2017,10.56,16.6,22.76,NA,NA,95.15981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Albenga",2018,11.19,18.84,22.51,NA,NA,93.29908676,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Albenga",2019,12.99,21.59,18.53,NA,NA,95.19406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alessandria",2017,25.94,39.19,36.53,NA,NA,96.04452055,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alessandria",2018,22.17,34.43,27.49,NA,NA,94.57762558,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alessandria",2019,19.92,31.77,28.64,NA,NA,91.56392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alghero",2018,NA,16.76,5.58,NA,NA,90.95890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alghero",2019,NA,18.88,7.94,NA,NA,94.85159817,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Allumiere",2017,NA,10.9,7.91,NA,NA,93.74429224,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Allumiere",2018,9.32,13.85,6.37,NA,NA,96.70662101,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Allumiere",2019,8.38,13.49,6.09,NA,NA,86.01027397,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alpe Devero",2017,NA,4.8,4.2,NA,NA,95.92465753,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alpe Devero",2018,NA,4.99,5.47,NA,NA,99.18949772,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Alpe Devero",2019,NA,5.78,4.82,NA,NA,83.99543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Altamura",2017,12.64,20.34,26.33,NA,NA,89.29223744,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Altamura",2018,12.08,19.4,15.16,NA,NA,93.13926941,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Altamura",2019,11.69,19.24,24.2,NA,NA,93.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Amelia",2017,11.43,17.18,9.97,NA,NA,95.456621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Amelia",2018,13.32,18.3,8.42,NA,NA,93.24200913,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Amelia",2019,12.92,17.54,11.04,NA,NA,93.37899543,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Anagni",2017,NA,23.31,27.55,NA,NA,93.25342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Anagni",2018,NA,19.59,24.95,NA,NA,93.34474886,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Anagni",2019,NA,18.05,23.44,NA,NA,92.65981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ancona",2017,15.13,25.1,15.58,NA,NA,82.5913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ancona",2018,13.51,26.12,17.57,NA,NA,88.82420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ancona",2019,13.79,22.24,21.89,NA,NA,90,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Andria",2017,13.72,23.12,22.85,NA,NA,85.19406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Andria",2018,14.14,22.99,22.26,NA,NA,90.79908676,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Andria",2019,12.28,21.8,24.4,NA,NA,89.21232877,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aosta",2017,13.12,21.17,27.68,NA,NA,99.03824201,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aosta",2018,11.36,19.18,23.98,NA,NA,99.17579909,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aosta",2019,10.53,17.9,24.09,NA,NA,97.7130898,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aprilia",2017,NA,18.45,22.23,NA,NA,90.50228311,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aprilia",2018,NA,23.05,20.2,NA,NA,92.5913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Aprilia",2019,NA,23.43,19.84,NA,NA,89.65753425,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Arezzo",2017,13.03,21.53,27.19,NA,NA,94.67465754,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Arezzo",2018,12.92,21.12,25.38,NA,NA,94.98858448,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Arezzo",2019,11.84,20.61,22.89,NA,NA,94.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Argenta",2017,19.64,27.21,12.8,NA,NA,86.72374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Argenta",2018,16.63,23.01,11.87,NA,NA,93.86986301,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Argenta",2019,16.62,24.39,14.81,NA,NA,92.51141553,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ascoli Piceno",2017,13.01,19.04,16.91,NA,NA,83.67579909,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ascoli Piceno",2018,11.93,19.97,15.14,NA,NA,98.10502283,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Ascoli Piceno",2019,13.74,23.94,13.98,NA,NA,91.87214612,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Assemini",2017,NA,18.79,18.72,NA,NA,90.57077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Assemini",2018,NA,23.67,12.8,NA,NA,92.652207,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Assemini",2019,NA,20.84,12.58,NA,NA,91.19101979,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Asti",2017,NA,34.51,34.57,NA,NA,92.69406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Asti",2018,NA,36.03,27.26,NA,NA,93.31050229,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Asti",2019,NA,29.74,28.42,NA,NA,92.00913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Augusta",2017,NA,18.1,9.84,NA,NA,92.19178082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Augusta",2018,NA,20.2,8.15,NA,NA,88.01369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Augusta",2019,NA,20.57,9.76,NA,NA,88.83561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Avellino",2017,18.34,31.49,23.54,NA,NA,93.01940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Avellino",2018,16.54,34.64,22.73,NA,NA,88.82420092,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Avellino",2019,14.59,27.67,19.97,NA,NA,88.98401827,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Badia Polesine",2017,NA,35.85,16.11,NA,NA,93.02511416,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Badia Polesine",2018,NA,33.44,17.28,NA,NA,93.32191781,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Badia Polesine",2019,NA,32.6,16.5,NA,NA,94.20091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bagni Di Lucca",2017,NA,22.14,13.93,NA,NA,93.33333333,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bagni Di Lucca",2018,NA,20.98,12.46,NA,NA,93.49315068,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bagni Di Lucca",2019,NA,23.41,12.17,NA,NA,95.15981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bari",2017,15.28,24.14,28.3,NA,NA,88.4086758,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bari",2018,15.48,25.01,28.01,NA,NA,88.85844749,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bari",2019,13.76,23.85,26.73,NA,NA,87.14383562,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Barletta",2017,13.24,22.62,17.77,NA,NA,89.33789954,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Barletta",2018,13.69,22.31,18.78,NA,NA,92.46575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Barletta",2019,11.17,21.95,19.66,NA,NA,92.26027397,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Battipaglia",2017,9.73,23.15,22.08,NA,NA,94.01826484,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Battipaglia",2018,9.76,22.37,25.97,NA,NA,89.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Battipaglia",2019,9.16,23.89,19.26,NA,NA,90.21689498,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Belluno",2017,15.32,21.24,25.87,NA,NA,95.0456621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Belluno",2018,14.13,19.23,22.55,NA,NA,94.17237443,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Belluno",2019,13.43,19.67,22.82,NA,NA,94.97716895,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Benevento",2017,19.34,24.35,19.6,NA,NA,93.91552512,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Benevento",2018,16.39,23.28,20.64,NA,NA,86.03310503,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Benevento",2019,16.01,23,18.33,NA,NA,86.67808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bergamo",2017,26.35,36.32,41.09,NA,NA,97.67123288,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bergamo",2018,21.33,29.3,36.04,NA,NA,97.84817352,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bergamo",2019,20.14,26.57,33.33,NA,NA,97.95091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bertonico",2017,NA,35.12,26.49,NA,NA,96.32420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bertonico",2018,NA,30.53,21.82,NA,NA,95.15981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bertonico",2019,NA,28.79,23.54,NA,NA,98.02511416,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Biella",2017,16.04,22.3,17.22,NA,NA,92.89954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Biella",2018,12.83,18.25,19.55,NA,NA,97.43150685,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Biella",2019,10.3,15.44,17.88,NA,NA,97.83105023,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bologna",2017,19.19,27.19,30.45,NA,NA,93.41324201,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bologna",2018,16.32,24.07,31.44,NA,NA,94.50913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bologna",2019,15.04,24.16,29.26,NA,NA,95.26255708,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bolzano",2017,NA,19.07,38.62,NA,NA,97.62937595,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bolzano",2018,NA,17.86,35.87,NA,NA,96.95966515,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Bolzano",2019,NA,15.52,34.42,NA,NA,96.92541857,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgaro Torinese",2017,27.46,38.17,29.96,NA,NA,93.91552511,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgaro Torinese",2018,22.09,30.42,29.78,NA,NA,95.26255708,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgaro Torinese",2019,19.28,26.04,24.92,NA,NA,98.92694064,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgo D'ale",2018,22.41,35.69,29.48,NA,NA,97.05479452,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgo Valsugana",2017,17.47,24.68,25.41,NA,NA,98.04794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgo Valsugana",2018,15.65,23.89,22.02,NA,NA,98.92694064,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgo Valsugana",2019,15.19,22.67,23.64,NA,NA,99.04109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgofranco Sul Po",2017,NA,35.02,14.49,NA,NA,96.80365297,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgofranco Sul Po",2018,NA,32.85,14.48,NA,NA,97.84246575,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Borgofranco Sul Po",2019,NA,30.44,14.14,NA,NA,94.22374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
